ts,ego_is_out_of_road,prop_eval
659,False,False
660,False,False
661,False,False
662,False,False
663,False,False
664,False,False
665,False,False
666,False,False
667,False,False
668,False,False
669,False,False
670,False,False
671,False,False
672,False,False
673,False,False
674,False,False
675,False,False
676,False,False
677,False,False
678,False,False
679,False,False
680,False,False
681,False,False
682,False,False
683,False,False
684,False,False
685,False,False
686,False,False
687,False,False
688,False,False
689,False,False
690,False,False
691,False,False
692,False,False
693,False,False
694,False,False
695,False,False
696,False,False
697,False,False
698,False,False
699,False,False
700,False,False
701,False,False
702,False,False
703,False,False
704,False,False
705,False,False
706,False,False
707,False,False
708,False,False
709,False,False
710,False,False
711,False,False
712,False,False
713,False,False
714,False,False
715,False,False
716,False,False
717,False,False
718,False,False
719,False,False
720,False,False
721,False,False
722,False,False
723,False,False
724,False,False
725,False,False
726,False,False
727,False,False
728,False,False
729,False,False
730,False,False
731,False,False
732,False,False
733,False,False
734,False,False
735,False,False
736,False,False
737,False,False
738,False,False
739,False,False
740,False,False
741,False,False
742,False,False
743,False,False
744,False,False
745,False,False
746,False,False
747,False,False
748,False,False
749,False,False
750,False,False
751,False,False
752,False,False
753,False,False
754,False,False
755,False,False
756,False,False
757,False,False
758,False,False
759,False,False
760,False,False
761,False,False
762,False,False
763,False,False
764,False,False
765,False,False
766,False,False
767,False,False
768,False,False
769,False,False
770,False,False
771,False,False
772,False,False
773,False,False
774,False,False
775,False,False
776,False,False
777,False,False
778,False,False
779,False,False
780,False,False
781,False,False
782,False,False
783,False,False
784,False,False
785,False,False
786,False,False
787,False,False
788,False,False
789,False,False
790,False,False
791,False,False
792,False,False
793,False,False
794,False,False
795,False,False
796,False,False
797,False,False
798,False,False
799,False,False
800,False,False
801,False,False
802,False,False
803,False,False
804,False,False
805,False,False
806,False,False
807,False,False
808,False,False
809,False,False
810,False,False
811,False,False
812,False,False
813,False,False
814,False,False
815,False,False
816,False,False
817,False,False
818,False,False
819,False,False
820,False,False
821,False,False
822,False,False
823,False,False
824,False,False
825,False,False
826,False,False
827,False,False
828,False,False
829,False,False
830,False,False
831,False,False
832,False,False
833,False,False
834,False,False
835,False,False
836,False,False
837,False,False
838,False,False
839,False,False
840,False,False
841,False,False
842,False,False
843,False,False
844,False,False
845,False,False
846,False,False
847,False,False
848,False,False
849,False,False
850,False,False
851,False,False
852,False,False
853,False,False
854,False,False
855,False,False
856,False,False
857,False,False
858,False,False
859,False,False
860,False,False
861,False,False
862,False,False
863,False,False
864,False,False
865,False,False
866,False,False
867,False,False
868,False,False
869,False,False
870,False,False
871,False,False
872,False,False
873,False,False
874,False,False
875,False,False
876,False,False
877,False,False
878,False,False
879,False,False
880,False,False
881,False,False
882,False,False
883,False,False
884,False,False
885,False,False
886,False,False
887,False,False
888,False,False
889,False,False
890,False,False
891,False,False
892,False,False
893,False,False
894,False,False
895,False,False
896,False,False
897,False,False
898,False,False
899,False,False
900,False,False
901,False,False
902,False,False
903,False,False
904,False,False
905,False,False
906,False,False
907,False,False
908,False,False
909,False,False
910,False,False
911,False,False
912,False,False
913,False,False
914,False,False
915,False,False
916,False,False
917,False,False
918,False,False
919,False,False
920,False,False
921,False,False
922,False,False
923,False,False
924,False,False
925,False,False
926,False,False
927,False,False
928,False,False
929,False,False
930,False,False
931,False,False
932,False,False
933,False,False
934,False,False
935,False,False
936,False,False
937,False,False
938,False,False
939,False,False
940,False,False
941,False,False
942,False,False
943,False,False
944,False,False
945,False,False
946,False,False
947,False,False
948,False,False
949,False,False
950,False,False
951,False,False
952,False,False
953,False,False
954,False,False
955,False,False
956,False,False
957,False,False
958,False,False
959,False,False
960,False,False
961,False,False
962,False,False
963,False,False
964,False,False
965,False,False
966,False,False
967,False,False
968,False,False
969,False,False
970,False,False
971,False,False
972,False,False
973,False,False
974,False,False
975,False,False
976,False,False
977,False,False
978,False,False
979,False,False
980,False,False
981,False,False
982,False,False
983,False,False
984,False,False
985,False,False
986,False,False
987,False,False
988,False,False
989,False,False
990,False,False
991,False,False
992,False,False
993,False,False
994,False,False
995,False,False
996,False,False
997,False,False
998,False,False
999,False,False
1000,False,False
1001,False,False
1002,False,False
1003,False,False
1004,False,False
1005,False,False
1006,False,False
1007,False,False
1008,False,False
1009,False,False
1010,False,False
1011,False,False
1012,False,False
1013,False,False
1014,False,False
1015,False,False
1016,False,False
1017,False,False
1018,False,False
1019,False,False
1020,False,False
1021,False,False
1022,False,False
1023,False,False
1024,False,False
1025,False,False
1026,False,False
1027,False,False
1028,False,False
1029,False,False
1030,False,False
1031,False,False
1032,False,False
1033,False,False
1034,False,False
1035,False,False
1036,False,False
1037,False,False
1038,False,False
1039,False,False
1040,False,False
1041,False,False
1042,False,False
1043,False,False
1044,False,False
1045,False,False
1046,False,False
1047,False,False
1048,False,False
1049,False,False
1050,False,False
1051,False,False
1052,False,False
1053,False,False
1054,False,False
1055,False,False
1056,False,False
1057,False,False
1058,False,False
1059,False,False
1060,False,False
1061,False,False
1062,False,False
1063,False,False
1064,False,False
1065,False,False
1066,False,False
1067,False,False
1068,False,False
1069,False,False
1070,False,False
1071,False,False
1072,False,False
1073,False,False
1074,False,False
1075,False,False
1076,False,False
1077,False,False
1078,False,False
1079,False,False
1080,False,False
1081,False,False
1082,False,False
1083,False,False
1084,False,False
1085,False,False
1086,False,False
1087,False,False
1088,False,False
1089,False,False
1090,False,False
1091,False,False
1092,False,False
1093,False,False
1094,False,False
1095,False,False
1096,False,False
1097,False,False
1098,False,False
1099,False,False
1100,False,False
1101,False,False
1102,False,False
1103,False,False
1104,False,False
1105,False,False
1106,False,False
1107,False,False
1108,False,False
1109,False,False
1110,False,False
1111,False,False
1112,False,False
1113,False,False
1114,False,False
1115,False,False
1116,False,False
1117,False,False
1118,False,False
1119,False,False
1120,False,False
1121,False,False
1122,False,False
1123,False,False
1124,False,False
1125,False,False
1126,False,False
1127,False,False
1128,False,False
1129,False,False
1130,False,False
1131,False,False
1132,False,False
1133,False,False
1134,False,False
1135,False,False
1136,False,False
1137,False,False
1138,False,False
1139,False,False
1140,False,False
1141,False,False
1142,False,False
1143,False,False
1144,False,False
1145,False,False
1146,False,False
1147,False,False
1148,False,False
1149,False,False
1150,False,False
1151,False,False
1152,False,False
1153,False,False
1154,False,False
1155,False,False
1156,False,False
1157,False,False
1158,False,False
1159,False,False
1160,False,False
1161,False,False
1162,False,False
1163,False,False
1164,False,False
1165,False,False
1166,False,False
1167,False,False
1168,False,False
1169,False,False
1170,False,False
1171,False,False
1172,False,False
1173,False,False
1174,False,False
1175,False,False
1176,False,False
1177,False,False
1178,False,False
1179,False,False
1180,False,False
1181,False,False
1182,False,False
1183,False,False
1184,False,False
1185,False,False
1186,False,False
1187,False,False
1188,False,False
1189,False,False
1190,False,False
1191,False,False
1192,False,False
1193,False,False
1194,False,False
1195,False,False
1196,False,False
1197,False,False
1198,False,False
1199,False,False
1200,False,False
1201,False,False
1202,False,False
1203,False,False
1204,False,False
1205,False,False
1206,False,False
1207,False,False
1208,False,False
1209,False,False
1210,False,False
1211,False,False
1212,False,False
1213,False,False
1214,False,False
1215,False,False
1216,False,False
1217,False,False
1218,False,False
1219,False,False
1220,False,False
1221,False,False
1222,False,False
1223,False,False
1224,False,False
1225,False,False
1226,False,False
1227,False,False
1228,False,False
1229,False,False
1230,False,False
1231,False,False
1232,False,False
1233,False,False
1234,False,False
1235,False,False
1236,False,False
1237,False,False
1238,False,False
1239,False,False
1240,False,False
1241,False,False
1242,False,False
1243,False,False
1244,False,False
1245,False,False
1246,False,False
1247,False,False
1248,False,False
1249,False,False
1250,False,False
1251,False,False
1252,False,False
1253,False,False
1254,False,False
1255,False,False
1256,False,False
1257,False,False
1258,False,False
1259,False,False
1260,False,False
1261,False,False
1262,False,False
1263,False,False
1264,False,False
1265,False,False
1266,False,False
1267,False,False
1268,False,False
1269,False,False
1270,False,False
1271,False,False
1272,False,False
1273,False,False
1274,False,False
1275,False,False
1276,False,False
1277,False,False
1278,False,False
1279,False,False
1280,False,False
1281,False,False
1282,False,False
1283,False,False
1284,False,False
1285,False,False
1286,False,False
1287,False,False
1288,False,False
1289,False,False
1290,False,False
1291,False,False
1292,False,False
1293,False,False
1294,False,False
1295,False,False
1296,False,False
1297,False,False
1298,False,False
1299,False,False
1300,False,False
1301,False,False
1302,False,False
1303,False,False
1304,False,False
1305,False,False
1306,False,False
1307,False,False
1308,False,False
1309,False,False
1310,False,False
1311,False,False
1312,False,False
1313,False,False
1314,False,False
1315,False,False
1316,False,False
1317,False,False
1318,False,False
1319,False,False
1320,False,False
1321,False,False
1322,False,False
1323,False,False
1324,False,False
1325,False,False
1326,False,False
1327,False,False
1328,False,False
1329,False,False
1330,False,False
1331,False,False
1332,False,False
1333,False,False
1334,False,False
1335,False,False
1336,False,False
1337,False,False
1338,False,False
1339,False,False
1340,False,False
1341,False,False
1342,False,False
1343,False,False
1344,False,False
1345,False,False
1346,False,False
1347,False,False
1348,False,False
1349,False,False
1350,False,False
1351,False,False
1352,False,False
1353,False,False
1354,False,False
1355,False,False
1356,False,False
1357,False,False
1358,False,False
1359,False,False
1360,False,False
1361,False,False
