ts,ego_is_out_of_road,prop_eval
2137,False,True
2138,False,True
2139,False,True
2140,False,True
2141,False,True
2142,False,True
2143,False,True
2144,False,True
2145,False,True
2146,False,True
2147,False,True
2148,False,True
2149,False,True
2150,False,True
2151,False,True
2152,False,True
2153,False,True
2154,False,True
2155,False,True
2156,False,True
2157,False,True
2158,False,True
2159,False,True
2160,False,True
2161,False,True
2162,False,True
2163,False,True
2164,False,True
2165,False,True
2166,False,True
2167,False,True
2168,False,True
2169,False,True
2170,False,True
2171,False,True
2172,False,True
2173,False,True
2174,False,True
2175,False,True
2176,False,True
2177,False,True
2178,False,True
2179,False,True
2180,False,True
2181,False,True
2182,False,True
2183,False,True
2184,False,True
2185,False,True
2186,False,True
2187,False,True
2188,False,True
2189,False,True
2190,False,True
2191,False,True
2192,False,True
2193,False,True
2194,False,True
2195,False,True
2196,False,True
2197,False,True
2198,False,True
2199,False,True
2200,False,True
2201,False,True
2202,False,True
2203,False,True
2204,False,True
2205,False,True
2206,False,True
2207,False,True
2208,False,True
2209,False,True
2210,False,True
2211,False,True
2212,False,True
2213,False,True
2214,False,True
2215,False,True
2216,False,True
2217,False,True
2218,False,True
2219,False,True
2220,False,True
2221,False,True
2222,False,True
2223,False,True
2224,False,True
2225,False,True
2226,False,True
2227,False,True
2228,False,True
2229,False,True
2230,False,True
2231,False,True
2232,False,True
2233,False,True
2234,False,True
2235,False,True
2236,False,True
2237,False,True
2238,False,True
2239,False,True
2240,False,True
2241,False,True
2242,False,True
2243,False,True
2244,False,True
2245,False,True
2246,False,True
2247,False,True
2248,False,True
2249,False,True
2250,False,True
2251,False,True
2252,False,True
2253,False,True
2254,False,True
2255,False,True
2256,False,True
2257,False,True
2258,False,True
2259,False,True
2260,False,True
2261,False,True
2262,False,True
2263,False,True
2264,False,True
2265,False,True
2266,False,True
2267,False,True
2268,False,True
2269,False,True
2270,False,True
2271,False,True
2272,False,True
2273,False,True
2274,False,True
2275,False,True
2276,False,True
2277,False,True
2278,False,True
2279,False,True
2280,False,True
2281,False,True
2282,False,True
2283,False,True
2284,False,True
2285,False,True
2286,False,True
2287,False,True
2288,False,True
2289,False,True
2290,False,True
2291,False,True
2292,False,True
2293,False,True
2294,False,True
2295,False,True
2296,False,True
2297,False,True
2298,False,True
2299,False,True
2300,False,True
2301,False,True
2302,False,True
2303,False,True
