ts,are_stop_signs_for_ego,is_stopped,prop_eval
173,False,False,True
174,False,False,True
175,False,False,True
176,False,False,True
177,False,False,True
178,False,False,True
179,False,False,True
180,False,False,True
181,False,False,True
182,False,False,True
183,False,False,True
184,False,False,True
185,False,False,True
186,False,False,True
187,False,False,True
188,False,False,True
189,False,False,True
190,False,False,True
191,False,False,True
192,False,False,True
193,False,False,True
194,False,False,True
195,False,False,True
196,False,False,True
197,False,False,True
198,False,False,True
199,False,False,True
200,False,False,True
201,False,False,True
202,False,False,True
203,False,False,True
204,False,False,True
205,False,False,True
206,True,False,True
207,False,False,False
208,False,False,False
209,False,False,False
210,False,False,False
211,False,False,False
212,False,False,False
213,False,False,False
214,False,False,False
215,False,False,False
216,False,False,False
217,False,False,False
218,False,False,False
219,False,False,False
220,False,False,False
221,False,False,False
222,False,False,False
223,False,False,False
224,False,False,False
225,False,False,False
226,False,False,False
227,False,False,False
228,False,False,False
229,False,False,False
230,False,False,False
231,False,False,False
232,False,False,False
233,False,False,False
234,False,False,False
235,False,False,False
236,False,False,False
237,False,False,False
238,False,False,False
239,False,False,False
240,False,False,False
241,False,False,False
242,False,False,False
243,False,False,False
244,False,False,False
245,False,False,False
246,False,False,False
247,False,False,False
248,False,False,False
249,False,False,False
250,False,False,False
251,False,False,False
252,False,False,False
253,False,False,False
254,False,False,False
255,False,False,False
256,False,False,False
257,False,False,False
258,False,False,False
259,False,False,False
260,False,False,False
261,False,False,False
262,False,False,False
263,False,False,False
264,False,False,False
265,False,False,False
266,False,False,False
267,False,False,False
268,False,False,False
269,False,False,False
270,False,False,False
271,False,False,False
272,False,False,False
273,False,False,False
274,False,False,False
275,False,False,False
276,False,False,False
277,False,False,False
278,False,False,False
279,False,False,False
280,False,False,False
281,False,False,False
282,False,False,False
283,False,False,False
284,False,False,False
285,False,False,False
286,False,False,False
287,False,False,False
288,False,False,False
289,False,False,False
290,False,False,False
291,False,False,False
292,False,False,False
293,False,False,False
294,False,False,False
295,False,False,False
296,False,False,False
297,False,False,False
298,True,False,False
299,True,False,False
300,True,False,False
301,True,False,False
302,True,False,False
303,True,False,False
304,True,False,False
305,True,False,False
306,True,False,False
307,True,False,False
308,True,False,False
309,True,False,False
310,True,False,False
311,True,False,False
312,True,False,False
313,True,False,False
314,True,False,False
315,True,False,False
316,True,False,False
317,True,False,False
318,True,False,False
319,True,False,False
320,True,False,False
321,True,False,False
322,True,False,False
323,True,False,False
324,True,False,False
325,True,False,False
326,True,False,False
327,True,False,False
328,True,False,False
329,True,False,False
330,True,False,False
331,True,False,False
332,True,False,False
333,True,False,False
334,True,False,False
335,True,False,False
336,True,False,False
337,True,False,False
338,True,False,False
339,True,False,False
340,True,False,False
341,True,False,False
342,True,False,False
343,True,False,False
344,True,False,False
345,False,False,False
346,False,False,False
347,False,False,False
348,False,False,False
349,False,False,False
350,False,False,False
351,False,False,False
352,False,False,False
353,False,False,False
354,False,False,False
355,False,False,False
356,False,False,False
357,False,False,False
358,False,False,False
359,False,False,False
360,False,False,False
361,False,False,False
362,False,False,False
363,False,False,False
364,False,False,False
365,False,False,False
366,False,False,False
367,False,False,False
368,False,False,False
369,False,False,False
370,False,False,False
371,False,False,False
372,False,False,False
373,False,False,False
374,False,False,False
375,False,False,False
376,False,False,False
377,False,False,False
378,False,False,False
379,False,False,False
380,False,False,False
381,False,False,False
382,False,False,False
383,False,False,False
384,False,False,False
385,False,False,False
386,False,False,False
387,False,False,False
388,False,False,False
389,False,False,False
390,False,False,False
391,False,False,False
392,False,False,False
393,False,False,False
394,False,False,False
395,False,False,False
396,False,False,False
397,False,False,False
398,False,False,False
399,False,False,False
400,False,False,False
401,False,False,False
402,False,False,False
403,False,False,False
404,False,False,False
405,False,False,False
406,False,False,False
407,False,False,False
408,False,False,False
409,False,False,False
410,False,False,False
411,False,False,False
412,False,False,False
413,False,False,False
414,False,False,False
415,False,False,False
416,False,False,False
417,False,False,False
418,False,False,False
419,False,False,False
420,False,False,False
421,False,False,False
422,False,False,False
423,False,False,False
424,False,False,False
425,False,False,False
426,False,False,False
427,False,False,False
428,False,False,False
429,False,False,False
430,False,False,False
431,False,False,False
432,False,False,False
433,False,False,False
434,False,False,False
435,False,False,False
436,False,False,False
437,False,False,False
438,False,False,False
439,False,False,False
440,False,False,False
441,False,False,False
442,False,False,False
443,False,False,False
444,False,False,False
445,False,False,False
446,False,False,False
447,False,False,False
448,False,False,False
449,False,False,False
450,False,False,False
451,False,False,False
452,False,False,False
453,False,False,False
454,False,False,False
455,False,False,False
456,False,False,False
457,False,False,False
458,False,False,False
459,False,False,False
460,False,False,False
461,False,False,False
462,False,False,False
463,False,False,False
464,False,False,False
465,False,False,False
466,False,False,False
467,False,False,False
468,False,False,False
469,False,False,False
470,False,False,False
471,False,False,False
472,False,False,False
473,False,False,False
474,False,False,False
475,False,False,False
476,False,False,False
477,False,False,False
478,False,False,False
479,False,False,False
480,False,False,False
481,False,False,False
482,False,False,False
483,False,False,False
484,False,False,False
485,False,False,False
486,False,False,False
487,False,False,False
488,False,False,False
489,False,False,False
490,False,False,False
491,False,False,False
492,False,False,False
493,False,False,False
494,False,False,False
495,False,False,False
496,False,False,False
497,False,False,False
498,False,False,False
499,False,False,False
500,False,False,False
501,False,False,False
502,False,False,False
503,False,False,False
504,False,False,False
505,False,False,False
506,False,False,False
507,False,False,False
508,False,False,False
509,False,False,False
510,False,False,False
511,False,False,False
512,False,False,False
513,False,False,False
514,False,False,False
515,False,False,False
516,False,False,False
517,False,False,False
518,False,False,False
519,False,False,False
520,False,False,False
521,False,False,False
522,False,False,False
523,False,False,False
524,False,False,False
525,False,False,False
526,False,False,False
527,False,False,False
528,False,False,False
529,False,False,False
530,False,False,False
531,False,False,False
532,False,False,False
533,False,False,False
534,False,False,False
535,False,False,False
536,False,False,False
537,False,False,False
538,False,False,False
539,True,False,False
540,True,False,False
541,True,False,False
542,True,False,False
543,True,False,False
544,True,False,False
545,True,False,False
546,True,False,False
547,True,False,False
548,True,False,False
549,True,False,False
550,True,False,False
551,True,False,False
552,True,False,False
553,True,False,False
554,True,False,False
555,True,False,False
556,True,False,False
557,True,False,False
558,True,False,False
559,True,False,False
560,False,False,False
561,True,False,False
562,True,False,False
563,True,False,False
564,True,False,False
565,True,False,False
566,True,False,False
567,True,False,False
568,False,False,False
569,False,False,False
570,False,False,False
571,False,False,False
572,False,False,False
573,False,False,False
574,False,False,False
575,False,False,False
576,False,False,False
577,False,False,False
578,False,False,False
579,False,False,False
580,False,False,False
581,False,False,False
582,False,False,False
583,False,False,False
584,False,False,False
585,False,False,False
586,False,False,False
587,False,False,False
588,False,False,False
589,False,False,False
590,False,False,False
591,False,False,False
592,False,False,False
593,False,False,False
594,False,False,False
595,False,False,False
596,False,False,False
597,False,False,False
598,False,False,False
599,False,False,False
600,False,False,False
601,False,False,False
602,False,False,False
603,False,False,False
604,False,False,False
605,False,False,False
606,False,False,False
607,False,False,False
608,False,False,False
609,False,False,False
610,False,False,False
611,False,False,False
612,False,False,False
613,False,False,False
614,False,False,False
615,False,False,False
616,False,False,False
617,False,False,False
618,False,False,False
619,False,False,False
620,False,False,False
621,False,False,False
622,False,True,False
623,False,False,False
624,False,False,False
625,False,False,False
626,False,False,False
627,False,True,False
628,False,False,False
629,False,False,False
630,False,False,False
631,False,False,False
632,False,True,False
633,False,False,False
634,False,False,False
635,False,False,False
636,False,False,False
637,False,True,False
638,False,False,False
639,False,False,False
640,False,False,False
641,False,False,False
642,False,True,False
643,False,False,False
644,False,False,False
645,False,False,False
646,False,False,False
647,False,True,False
648,False,False,False
649,False,False,False
650,False,False,False
651,False,False,False
652,False,True,False
653,False,False,False
654,False,False,False
655,False,False,False
656,False,False,False
657,False,True,False
658,False,False,False
659,False,False,False
660,False,False,False
661,False,False,False
662,False,False,False
663,False,False,False
664,False,False,False
665,False,False,False
666,False,False,False
667,False,False,False
668,False,False,False
669,False,False,False
670,False,False,False
671,False,False,False
672,False,False,False
673,False,False,False
674,False,False,False
675,False,False,False
676,False,False,False
677,False,False,False
678,False,False,False
679,False,False,False
680,False,False,False
681,False,False,False
682,False,False,False
683,False,False,False
684,False,False,False
685,False,False,False
686,False,False,False
687,False,False,False
688,False,False,False
689,False,False,False
690,False,False,False
691,False,False,False
692,False,False,False
693,False,False,False
694,False,False,False
